,0,1,2,Cluster
0,4.196291002743106,1.017216484709963,-2.28796992290786,-1
1,-2.4154695099576613,-1.2059157959985725,1.4661539051220842,0
2,1.663828145763859,-0.17557634996811872,-0.10208318547424139,0
3,-2.635842827766856,-1.300776270600249,0.14848902668965383,0
4,-0.34951572954708393,0.346995094744033,-0.1972613572893697,0
5,0.6500080075905863,0.6585633838046473,0.6692725598167593,0
6,0.6644287449966549,0.9118449604183673,-1.3548361901076527,-1
7,-2.294751270250722,0.08165282757246387,-0.5906324670270054,0
8,-2.91057231771855,-0.1472711279076196,-0.29950084914000297,0
9,-4.451920039361549,1.458245540754044,0.700510351686834,-1
10,-2.7210188796922656,-1.170462182260092,-0.19013759406608613,0
11,-2.6619191233103843,-0.44980445984409384,-1.4651978853579009,0
12,3.1395389558160445,-2.43618491841258,-1.2792062106276894,-1
13,-1.1769005780975297,0.7294009467702501,1.3671538237814318,0
14,-2.7396583577651272,-0.713856064349134,-1.822742242872435,0
15,4.051773251669062,0.6210056461611702,2.0245001646031295,-1
16,-2.672263587718011,0.8203529172352241,-0.7783965344856768,0
17,-0.6015183001103869,0.3734128922669956,-0.7707989076790934,0
18,3.933044679829326,2.3961144964103287,1.3075454627203336,-1
19,-1.6941844863654685,-0.21557341640465935,-2.272445276003731,-1
20,-0.9323838107200196,-0.027782055251985325,-2.0714339410430314,-1
21,2.7553437403315617,1.6585704919950817,-0.2048888726147809,-1
22,0.28581825013114753,1.8296699291622225,1.9885146841047123,-1
23,0.027258557404457047,0.03419662948061661,2.295950148362503,-1
24,-0.9239549672073926,2.939011005386539,-0.11166338641580027,0
25,-2.086055196861517,-0.7034945431276919,-1.1810468849947233,0
26,-1.801137240106666,1.293747888173452,-0.08969477654449375,0
27,3.314679515696577,1.8049242904984415,-3.759427543549039,-1
28,-1.7809221783501286,-1.075805932568075,-0.7680103015299117,0
29,4.444490828837364,-0.9712203159722487,1.2921585997925904,-1
30,-2.399494160778769,-1.8261043072833338,-0.6159203836998304,0
31,-0.44754898716643005,-1.408466551752397,0.05824213840983899,-1
32,-1.8055037243404155,-0.017610976742719733,0.18021236471976446,0
33,-1.0707064497169263,1.805318461489033,0.02114105151508121,0
34,2.1535474703739386,-0.11754034626402413,0.1370323474083389,1
35,-2.3850511751262413,-0.3929416470426656,0.9954158649757323,0
36,1.4023314371513989,1.0140727228754656,1.6330963084894314,-1
37,-2.477619782334599,0.3365243907659926,-0.9922580699494756,0
38,-2.199142823657375,-1.8037807469591078,0.6965797929545477,0
39,2.449678330469315,0.40014188831014674,0.3148522951264529,1
40,3.5535482445744884,-0.0659741395329885,-1.8739745616589816,2
41,-2.987701589049664,-0.49257444815899315,-0.5429365128117983,0
42,-2.70297186560273,-0.7114828164739043,0.07880886307658114,0
43,-0.7514133106297969,-1.7152674314564869,0.3794187669170435,-1
44,-2.803208263648607,-0.08466948458742844,-0.6211218720023072,0
45,3.668582283964633,-2.9455435052664423,-2.1127797052087853,-1
46,-2.3662826681736573,0.3160862970540301,-2.7214054759540804,-1
47,-2.8167253316150282,-0.05163588689728885,-0.4449214772423501,0
48,-2.1158759067250705,0.18182525826947016,1.229988499301847,0
